gene	hr	se	pval	I2	I2_pval	fdr
EDC4	0.0801696547294342	0.0528183341961713	0.129055338439579	0	0.793745151532827	0.878238067841446
EDEM1	-0.0787138480664711	0.0563593676942576	0.162521317417093	0	0.557305916351965	0.902026240342416
EDEM2	-0.0532785564244868	0.0527945233539496	0.312893953565165	0	0.699258198977814	0.9454733684563
EDEM3	0.0266816040972158	0.0757440168367341	0.724643117754214	0.369881208699775	0.133933961869758	0.99386017241081
EDF1	0.00683461079238217	0.0547601126912096	0.900673954146869	0	0.470359397762833	0.99582464429701
EDIL3	0.0844139714245193	0.0545693472210913	0.121884496299529	0	0.466457206597669	0.868104302190686
EDN1	0.0109356799962127	0.0533708522618163	0.837650366948804	0	0.563484520954191	0.994011515215957
EDNRA	0.0435080104249907	0.091072748372445	0.63284374632956	0.460106566969479	0.0729529185754948	0.98239838726888
EDNRB	0.0117133514063621	0.0493413946534038	0.81235113829867	0	0.692352496425975	0.994011515215957
EEA1	-0.0882783532003653	0.0478099522184418	0.0648279036809784	0	0.84006944226478	0.810359249903875
EED	-0.00613541679040821	0.0518536861608768	0.905812756532098	0	0.713079086842407	0.996782168342365
EEF1A1	0.0531340417459326	0.0845527301157948	0.529733369222122	0.476571268822396	0.0635174838537141	0.974814266515186
EEF1A2	0.0651851206233954	0.0503069886033413	0.195062724304695	0.155062841231073	0.308165121720309	0.911386160529
EEF1B2	0.0646476002130365	0.0553961155345806	0.243207939164794	0	0.477163406242504	0.927269056908389
EEF1D	0.128782764985984	0.0456960128283181	0.00482862734421125	0	0.626835397544076	0.594240662407676
EEF1E1	0.0975729873834001	0.0574563157064755	0.0894678137140848	0	0.658195342205843	0.844064085230982
EEF1G	0.122367985926003	0.0773028383591471	0.113428562127932	0.45422486259645	0.0661455573494479	0.862123076773073
EEF2	0.0807792825860034	0.0722912868156703	0.263817430985779	0.428607520551201	0.0817423699634724	0.933350032319951
EEF2K	0.0592213735750769	0.0711590352212628	0.405273663677738	0.233450067026207	0.243329638173046	0.95285217764704
EEPD1	0.0596894482162637	0.0960743233904115	0.53441272243499	0.615381668450023	0.0111000862737773	0.974814266515186
EFCAB10	0.183211137601307	0.052268321560258	0.000456257279301879	0	0.435633810246079	0.402176314362232
EFCAB11	0.0468398184680593	0.0503977908506219	0.352680680128189	0	0.852468077444872	0.949184791720116
EFCAB12	0.0155733227596392	0.0638281263512931	0.807239799856368	0	0.510296395427629	0.994011515215957
EFCAB13	0.0243419580685151	0.0604303640268514	0.687087965870379	0	0.58028587397541	0.993281722359574
EFCAB14	-0.0646398125982278	0.053054280977125	0.223082911235455	0	0.850465396701548	0.919873029189981
EFCAB2	0.00287197377177469	0.0704053531023455	0.967461732889028	0.243920436004412	0.234640386328389	0.999544626480796
EFCAB5	0.0589693814584067	0.0653326715078345	0.366737315122304	0.246439478135359	0.232551882155861	0.949184791720116
EFCAB6	0.0493907298722262	0.0568447883455877	0.384918253394099	0	0.681137049020986	0.950489111496429
EFCAB7	-0.0720828361839363	0.0536136031718302	0.178790694062285	0	0.843780156771594	0.908918579067876
EFEMP1	-0.130274219762152	0.0519770780208779	0.0121975043963048	0	0.855036625490592	0.672710303890892
EFEMP2	-0.00059675165275941	0.0517532984725405	0.990800037995006	0	0.990390697470789	0.999544626480796
EFHB	-0.00415871860495638	0.0519683967798633	0.93621817374009	0	0.628591128196095	0.997876342250177
EFHC1	0.0506831780976389	0.0657327451601214	0.440677791989859	0.249130984441913	0.230321508621613	0.964321747387829
EFHC2	0.0608883750875296	0.0506760592066885	0.229548968439794	0	0.703882484729856	0.923773848045733
EFHD1	-0.00331109406611398	0.0505219067656673	0.947745819714099	0	0.831050094204835	0.997876342250177
EFHD2	-0.013145325846937	0.0716595631356555	0.854451746330468	0.199999014255713	0.271107695773098	0.994011515215957
EFNA1	0.0858709812918655	0.0552139052876173	0.119888458726971	0.11659340585403	0.339354764059566	0.864459090893883
EFNA3	0.131691920007442	0.0612819281267561	0.031638207709005	0	0.510791070816684	0.778489523743847
EFNA4	0.0235056289649949	0.0582397025906651	0.686505812278495	0	0.662954299436059	0.993117424100735
EFNA5	0.121599205813436	0.0667086983655879	0.0683278044420802	0	0.530487912870017	0.815831569781513
EFNB1	0.0816887931489919	0.0524454993795393	0.119329531006999	0	0.438042637299422	0.864416771689862
EFNB2	0.0973468288032491	0.0641729223171096	0.129280432498233	0.294119197576172	0.193344029084782	0.878238067841446
EFNB3	0.0286125412757942	0.0533636237282855	0.591833720655363	0	0.480838614240608	0.979668971169742
EFR3A	-0.0189877547637021	0.0532225583016679	0.721270430529227	0	0.660732935220528	0.99386017241081
EFR3B	0.0725561771672735	0.0500540503698882	0.147182216607817	0	0.773420745358134	0.89156388432037
EFS	0.118136871303242	0.0547709573651917	0.0310114743906245	0	0.606293211983748	0.773914667366826
EFTUD2	0.0193380057453742	0.060473743359033	0.749138719120226	0.201133824361614	0.270166500666926	0.99386017241081
EGF	0.0719413013251566	0.0789835922573862	0.362380442771494	0.435487833769166	0.0881459344986371	0.949184791720116
EGFL6	0.0328002876475917	0.0514457407529954	0.523753291390976	0	0.538713647631451	0.974018789273156
EGFL7	0.00517136852678855	0.0515661312622659	0.920117156572916	0	0.999827784808937	0.997876342250177
EGFLAM	0.168261964394205	0.0979364428720647	0.0857832894049565	0.558487888435637	0.026478420661649	0.838787592030282
EGFR	0.0343506332823281	0.0538365307684725	0.523438293551172	0.100832207587044	0.351049417708077	0.974018789273156
EGLN1	0.0299317867047432	0.0542000871504491	0.580779754223495	0	0.843924458364291	0.979668971169742
EGLN3	-0.0362437941939846	0.0552329655890632	0.511696355375483	0	0.782360179838238	0.971815807234363
EGR1	0.0615416479822313	0.0771021713746873	0.42476425959183	0.568031785947331	0.0176492946937835	0.957310626261928
EGR2	-0.0795043852664217	0.0562248661196477	0.157349241413382	0.255641273039905	0.216420328540979	0.898857757791934
EGR3	0.0351642249796711	0.0632423884900502	0.57819510572323	0.287250499997498	0.189319694584661	0.979668971169742
EHBP1	0.0496912197769346	0.0510943981173079	0.33078320322175	0	0.898474599253332	0.9454733684563
EHBP1L1	-0.114257300062437	0.0506273649579246	0.0240187685311922	0	0.744127338215839	0.738352517915228
EHD1	0.00737440718344979	0.0756691115308482	0.922364293119687	0.328124423268334	0.166066724842876	0.997876342250177
EHD2	-0.0240877806411012	0.0545722942913526	0.658929146348264	0.207207445051848	0.265126628175884	0.98700770367469
EHD3	0.00302050988185234	0.0572542609563499	0.957926262631644	0.184870211196374	0.283636281691652	0.999166799138205
EHD4	-0.0558778600136574	0.0753427090427352	0.458299904935818	0.403499685385122	0.109613177430583	0.964321747387829
EHF	0.0493348388504008	0.0516879775041176	0.33984368368263	0	0.810618300714935	0.946891862523283
EHHADH	-0.0228363070829741	0.050825813109233	0.653211436759362	0.236222310110652	0.241027907949709	0.984985418654448
EHMT1	0.0180076933568524	0.0701230994722373	0.797332273780666	0.447807748564781	0.0803872455046323	0.994011515215957
EI24	0.0111698876721697	0.0558138997979095	0.841380986444259	0	0.773556035086528	0.994011515215957
EID1	0.0135168431971645	0.0527460014480075	0.797747843867482	0	0.490547321376642	0.994011515215957
EID2	0.084358521591238	0.0509961506973775	0.0980841382157909	0.217076804562167	0.256930625636675	0.851367741322886
EID2B	0.113558677921824	0.053627224235201	0.0342126444577833	0	0.832947763767672	0.786474893810367
EID3	0.0595412792903449	0.0696255513007065	0.392460248908862	0.264613086120412	0.217521275018613	0.95085373618206
EIF1	0.0168543543382587	0.0552639086925609	0.760381833205238	0	0.506812638189714	0.99386017241081
EIF1AD	-0.00025926504081374	0.0509149200730854	0.995937091152415	0	0.682768933474043	0.999544626480796
EIF1AX	0.0604157179430107	0.0541286410737544	0.264357654360867	0.135707772352481	0.323935500458688	0.933350032319951
EIF1AY	-0.0580718016191956	0.0671263303309799	0.386977255720531	0.209740413617115	0.263023733004442	0.950729404391872
EIF1B	-0.037574493116481	0.0534988053610633	0.482465496815589	0	0.929622805558652	0.966401261834112
EIF2A	0.0667442731675413	0.0540301722290043	0.216713355553253	0	0.761067371429947	0.919279261495165
EIF2AK1	0.0739669602446939	0.0582700343083339	0.20430468431834	0.138474530050973	0.321690218552146	0.91610438953165
EIF2AK2	-0.0495333776073585	0.0519918107282007	0.340734494610627	0	0.998544432558683	0.946891862523283
EIF2AK3	-0.0206873546559599	0.0826822008940709	0.802430178818688	0.403757545997512	0.109433115242264	0.994011515215957
EIF2AK4	-0.00783903266964265	0.0530902400889518	0.882615147109076	0	0.827103226454296	0.994351278338138
EIF2B1	-0.0527529249378651	0.0488029574046668	0.27972511520812	0	0.936808361954507	0.938788863373399
EIF2B2	0.0452953834196943	0.050907583830034	0.373596334268202	0	0.971790862408906	0.949184791720116
EIF2B3	-0.00952205115011932	0.0523081407232966	0.85555317702431	0	0.794243138027436	0.994011515215957
EIF2B4	0.0260310235629379	0.0590482998343833	0.659326735761627	0	0.501145978325011	0.98700770367469
EIF2B5	-0.0529802359378221	0.0486421285386065	0.27607268240854	0.343243882053111	0.154226854717694	0.938677416190777
EIF2S1	0.00819853419055629	0.0532112107985235	0.877550349768728	0	0.498016384406883	0.994065583953722
EIF2S2	-0.0351606656947854	0.0546553327756685	0.520018890772355	0.0439138126178482	0.396188650739906	0.972740527160654
EIF2S3	0.101400177609257	0.0498921429555189	0.0421144224267778	0.143302116665075	0.314575387913917	0.789497656331372
EIF3A	-0.0277953675615262	0.0610695071304057	0.649006259920161	0	0.503815389427135	0.984652328127486
EIF3B	0.0827551285605024	0.0565188540159766	0.143138234868334	0.126635085244355	0.331275068409946	0.890810850162398
EIF3C	0.117822091497421	0.0549013557497226	0.0318674830152577	0.392541336632148	0.117361418134302	0.778489523743847
EIF3D	0.115834341202217	0.0707052216705901	0.101365094810179	0.157274851833981	0.306353973044893	0.852494126253351
EIF3E	0.126977705545246	0.076874464540896	0.0985847062227314	0.492316961080333	0.0459798988727015	0.851367741322886
EIF3F	0.169667069509027	0.0451682497170396	0.00017241997771805	0	0.484855525714694	0.303631580761486
EIF3G	0.0672111764201766	0.0542447141390471	0.215332010767527	0	0.503137425897388	0.918230505504838
EIF3H	0.0492691330681823	0.0711777086573831	0.488812416792192	0.272279198813391	0.211207227934975	0.966401261834112
EIF3I	0.00506903811167757	0.0642554308775291	0.937121018847058	0.0279917608166686	0.408197202060701	0.997876342250177
EIF3J	0.0161162587663035	0.0623748278553915	0.796115496929137	0.280076092819608	0.204806581715295	0.994011515215957
EIF3K	0.120661701904914	0.0500699160129112	0.0159584559851684	0.0471751215883187	0.395765802802197	0.68267841244585
EIF3L	0.0737244057744496	0.078282036748813	0.346305619048306	0.430644794701061	0.0912773043272066	0.948516998595784
EIF3M	0.0913512683854228	0.0487425238704922	0.0609084324788363	0	0.682485848692918	0.806203427710464
EIF4A2	0.0108992220688081	0.0743988516515908	0.883528914805996	0.365779987779145	0.137005479068449	0.994351278338138
EIF4A3	-0.0434041903838747	0.0628478607027086	0.489802366884653	0.00184704372162819	0.427532419031434	0.966401261834112
EIF4B	0.0973761931714523	0.0847721712840484	0.25068749121295	0.502072364345983	0.0501546577128666	0.92995025705147
EIF4E	-0.0129945731300547	0.0809205083775851	0.872420724469695	0.474999677713863	0.0643916124007819	0.994011515215957
EIF4E2	0.00531987900082095	0.0700365517644524	0.939452028823934	0.336119014736109	0.159780405331309	0.997876342250177
EIF4E3	-0.123940043682313	0.0554437432619607	0.0253897988071443	0	0.595598981862208	0.748028014155682
EIF4EBP1	0.0843385186969359	0.0566108500516305	0.136278344403387	0	0.883681917372609	0.885072068840361
EIF4EBP2	-0.01968092902052	0.0489529444452418	0.68765628376995	0.286628059847142	0.189847320911948	0.993290251937213
EIF4EBP3	0.10483946074695	0.0554884191542349	0.0588391157351946	0	0.492874467527619	0.806203427710464
EIF4ENIF1	-0.00891439259276392	0.0521159890315933	0.864185164670976	0	0.743631241845831	0.994011515215957
EIF4G1	0.0219140778027807	0.0669379920616376	0.743381418311304	0.391223648668829	0.118305398367642	0.99386017241081
EIF4G2	0.0380768495351581	0.0493556693410386	0.440423219866288	0.152503289126181	0.31025871174123	0.964321747387829
EIF4G3	0.0256580330684043	0.0560386388552856	0.647050694109247	0	0.913537809089047	0.984618652118473
EIF5	-0.025394332664233	0.050746932340118	0.616785577637408	0	0.722182718387766	0.979668971169742
EIF5A	0.100060131288826	0.054561222290397	0.0666680076605846	0	0.96710353354376	0.814334101064888
EIF5A2	0.0167221577264522	0.0713596581952363	0.814723912931545	0.332239897829975	0.16282367618805	0.994011515215957
EIF5AL1	0.0389971833130914	0.0526165402750428	0.458597489682551	0	0.897244434352639	0.964321747387829
EIF5B	0.0461051031167871	0.0551649831755012	0.403285682324395	0	0.575380797711159	0.95285217764704
EIF6	0.0504787665707138	0.0519407497088303	0.331123750232224	0	0.595421470010087	0.9454733684563
ELAC1	0.0265848517683038	0.051947478482559	0.608816156216611	0	0.719221559142485	0.979668971169742
ELAC2	-0.038422412103091	0.0672337737060811	0.567677790112534	0.330078174219128	0.1645253418721	0.979668971169742
ELAVL1	0.0382577420088443	0.0644710693590455	0.552907164045555	0.194479040829821	0.275683355744915	0.976686698348932
ELAVL4	-0.0215201245089364	0.0536334324701887	0.688240056040108	0.157631847182662	0.306061516827967	0.993426326029312
ELF1	-0.0808641182862392	0.0595481272908112	0.174475613032052	0.201105718650064	0.270189813089469	0.905244816308893
ELF2	-0.0126139978216077	0.05191101822387	0.808011062355212	0	0.708684577969006	0.994011515215957
ELF3	0.00364433038498292	0.0521926808468542	0.944333307832846	0.173850682382783	0.292732789353266	0.997876342250177
ELF4	-0.011374795984247	0.0827529718526347	0.890671291286739	0.47294928602678	0.0655405990507987	0.994391148354733
ELK1	0.0519440220805978	0.0559552923820657	0.353245262771082	0	0.565331939922279	0.949184791720116
ELK3	0.0295137965514258	0.0528638114559988	0.5766404410502	0	0.917829709588453	0.979668971169742
ELK4	0.00479628207948843	0.0654135716317145	0.941549542540902	0	0.517728682312082	0.997876342250177
ELL	-0.0700497166992222	0.0537283354112564	0.192309952182169	0	0.437055162911288	0.911365217812553
ELL2	0.0057728035904309	0.0546484216315776	0.915871698996489	0	0.995343782747936	0.997720865936924
ELL3	0.0425055561875654	0.0625953605953617	0.497104394370277	0.188554808492819	0.280588691854299	0.966401261834112
ELMO1	-0.0322241433622637	0.0552437719307684	0.559685865382684	0	0.536695924790312	0.978205983752951
ELMO2	0.0455160511934483	0.0570704355692267	0.425136504952707	0	0.878512085256726	0.957310626261928
ELMO3	0.0655212621113391	0.0505591666070461	0.194998775630863	0	0.594656079335852	0.911386160529
ELMOD2	0.00870736469369858	0.0514785717746449	0.865682258838453	0	0.97637502243561	0.994011515215957
ELMOD3	-0.0679380872364229	0.0534672519654762	0.203853699774039	0	0.959514095022933	0.91610438953165
ELOF1	0.0402833949261941	0.0541334117816936	0.456785548196256	0	0.73442327957071	0.964321747387829
ELOVL1	0.0110050362397742	0.0683807112013967	0.872142447646497	0.115281942974601	0.340406421611723	0.994011515215957
ELOVL2	0.20822132058374	0.0751411078104428	0.00558722976486839	0.496245030459777	0.0530688516184697	0.602718230195228
ELOVL4	0.0869987791178882	0.0526427360256039	0.0984069070765664	0.140798455207635	0.319801862271831	0.851367741322886
ELOVL5	0.0097209261271258	0.053053050324245	0.854617323797805	0	0.429097601970375	0.994011515215957
ELOVL6	-0.0192693260470253	0.121429067057221	0.873914756224818	0.681354896142623	0.00257286933320373	0.994011515215957
ELOVL7	0.00392460662190691	0.0540858139772223	0.942154198867131	0	0.680847367413648	0.997876342250177
ELP2	-0.0126127181023497	0.0513616303844653	0.806017488315331	0	0.903707140855477	0.994011515215957
ELP3	-0.00174333191764024	0.0522111753963991	0.973363572283567	0	0.687685596011077	0.999544626480796
ELP4	0.051265005914567	0.0507745871884658	0.312658814842578	0.226290361998366	0.249276380367676	0.9454733684563
ELP5	0.00937739210233805	0.0521278465394404	0.857237212254579	0	0.71864425631166	0.994011515215957
ELP6	0.0477250611136704	0.052125883915674	0.359890805474867	0	0.744081866398791	0.949184791720116
EMB	-0.102990166981001	0.0509952062329139	0.0434243893481035	0.355178749062979	0.14503736391409	0.791932362933022
EMC1	0.0182361603053698	0.0512832793170788	0.722142682309228	0.308450631313342	0.181753711607034	0.99386017241081
EMC10	0.0182771975837549	0.0504915911770823	0.717363255211496	0	0.763676458869199	0.99386017241081
EMC2	-0.0192113001444437	0.052305509607781	0.713402576729315	0	0.967862356983929	0.99386017241081
EMC3	-0.00368268739956017	0.0650011110982201	0.954819415173826	0.219514598514519	0.254905470188748	0.997970063663537
EMC4	0.0225371491142309	0.0513227238089549	0.660570146174488	0	0.998825023651621	0.987011902047626
EMC6	0.0645551271242434	0.0563844302114436	0.252246227077874	0.0205125048537642	0.413777896116375	0.930146478317479
EMC7	-0.0259209808746278	0.0537579941141104	0.629678727023951	0	0.94316035613696	0.981456489370707
EMC8	0.0447555704324666	0.0602214635636539	0.457370869323661	0	0.62690224513585	0.964321747387829
EMC9	-0.000259629155603485	0.0628865236298472	0.996705915761412	0	0.44538701723832	0.999544626480796
EMCN	0.121558864305638	0.0664828131237512	0.0674857319278743	0.140352254818734	0.320164602691762	0.81576161175593
EME1	0.0370816435156351	0.074534081352652	0.618827630104715	0.343925407190001	0.153698183503365	0.980218146814669
EME2	-0.00335177402237347	0.052594370079872	0.949186203600872	0	0.990524908551737	0.997876342250177
EMID1	0.108578097414517	0.0755561748438438	0.150703424545858	0.369459126684952	0.134249112924898	0.89156388432037
EMILIN1	0.0913069806903722	0.0542730943257819	0.0924987039705376	0	0.509555289222411	0.847058071839453
EMILIN2	-0.0681744096340145	0.052157365946964	0.19118189854256	0	0.773387904825708	0.911365217812553
EML1	0.0199624735915446	0.050534038430269	0.6928205669861	0	0.976744577641357	0.99386017241081
EML2	-0.0439102981483433	0.0531138806602452	0.408395881689043	0	0.784568796496895	0.95285217764704
EML3	-0.00112829031359743	0.0523522907862473	0.982805418423394	0	0.823382513396344	0.999544626480796
EML4	-0.0135897710738337	0.0626508029704339	0.828276177993391	0.23931088611811	0.238464351694413	0.994011515215957
EML5	-0.0548387272367601	0.0533901806277473	0.304358627823873	0.162782389837821	0.301837448691425	0.9454733684563
EML6	-0.00685635799096062	0.0548913081042063	0.900596464531335	0	0.953669802300573	0.99582464429701
EMP1	-0.0100217534619074	0.0708967724216161	0.887587939929122	0.480367377912211	0.0518964614911757	0.994357674228666
EMP2	0.0555965091919076	0.0608459517597468	0.360861002076379	0.0090480903757854	0.422255566150576	0.949184791720116
EMP3	-0.078642323469903	0.0728173155616532	0.280144487748671	0.284876343344485	0.200878152716995	0.938920511076632
ENAH	0.114369179851788	0.051385645706894	0.0260340894564337	0	0.606430005096959	0.752431210886957
ENC1	0.0990551919730195	0.0764163658935531	0.194887215599501	0.390799099320196	0.118610087417593	0.911386160529
ENDOG	0.0665222033737221	0.0539848384174404	0.217859956694534	0	0.982854420912018	0.919470979607693
ENDOV	0.0202775469223686	0.0510219746029255	0.691052079184825	0	0.657590927795385	0.99386017241081
ENG	-0.0266135196254883	0.0586461565117812	0.649974087099157	0.321430523640674	0.1713714783685	0.984771715910819
ENGASE	-0.0262976444892545	0.0515080849069195	0.609663587579441	0	0.670280856667357	0.979668971169742
ENKD1	0.0485737548193389	0.067900257058254	0.474380918606925	0.218321440494006	0.255896683512399	0.966401261834112
ENKUR	0.125797261571787	0.0494163187367819	0.0109070635106016	0.10441310272904	0.34908882640791	0.65267656259799
ENO1	0.00787409881699694	0.0485979594427188	0.871285932874205	0	0.71469290922873	0.994011515215957
ENO3	0.0555020919893178	0.0539932004806698	0.303975251241548	0	0.883690578679823	0.9454733684563
ENOPH1	0.040689692928901	0.0518590829844238	0.432676182676631	0	0.681214278640519	0.961801923160781
ENOSF1	-0.0358954153342674	0.0584312944393715	0.539004990912702	0.393262433233433	0.116845921525372	0.975496449053111
ENOX1	0.0578055257751961	0.0679410511304235	0.394869998784317	0.312566901066101	0.178448384637328	0.950881514947114
ENOX2	0.0301801948683455	0.0614232733176456	0.623180423771072	0.161195544866486	0.303139767070064	0.980218146814669
ENPEP	0.00648841862482149	0.0524259997178136	0.901502631893762	0	0.472019345120808	0.995935104358266
ENPP1	0.078490772902768	0.0764055942777648	0.304283498735229	0.333018417667755	0.162211834974666	0.9454733684563
ENPP2	0.0209511606801709	0.0508436715431501	0.680287987747493	0	0.792155846303133	0.990217916652259
ENPP3	0.0334825164918133	0.0529126851025287	0.526872040915652	0	0.486379325634761	0.974814266515186
ENPP4	0.00352325334470762	0.0547584007900282	0.948698081376074	0	0.570981131965023	0.997876342250177
ENPP5	0.0262443433183225	0.0533025047975959	0.622460600671989	0.0977270017727652	0.354399287336242	0.980218146814669
ENSA	0.021259268411093	0.0542902300774798	0.695364482628821	0	0.832375778646489	0.99386017241081
ENTPD1	-0.0965807079089214	0.0529140075075925	0.0679649772621519	0	0.753359683997546	0.815831569781513
ENTPD3	0.0237226644341178	0.0502275417928535	0.636709879101187	0.223767804344725	0.251372009055166	0.982987592187663
ENTPD4	-0.0582633531847563	0.0516186012201335	0.259012653713121	0	0.924463187996767	0.932148482407885
ENTPD5	0.0342885855165321	0.0527809849512324	0.515925444390171	0.0302074904163747	0.406536453880491	0.972091218463463
ENTPD6	0.1178246305989	0.0552530225900578	0.0329693912440724	0.114512778486151	0.341022818080835	0.784178514619945
ENTPD7	0.0353699241964695	0.0716025278749288	0.621323189485389	0.295345821013597	0.192347416482126	0.980218146814669
ENY2	0.0346488378440544	0.0553801458303184	0.531541578591967	0	0.962471437323431	0.974814266515186
EOGT	-0.0231511263244285	0.0531541192552564	0.663165306693662	0	0.667699653535591	0.987342568979774
EOMES	-0.192468354836803	0.052788461376389	0.00026632209339629	0	0.555309269443869	0.352671016255164
EP300	0.0525219700361409	0.0540302705856759	0.33100868314053	0	0.880592587248003	0.9454733684563
EP400	-0.0216915919675295	0.0528351396123044	0.681400792566661	0	0.657348810158617	0.991144611928942
EPAS1	-0.00547361075731672	0.0513268589304492	0.915072813939582	0	0.577450867252149	0.997720865936924
EPB41	-0.120659561318056	0.0582908594734764	0.0384563895121802	0.0013361415335707	0.42790537611216	0.786474893810367
EPB41L1	0.0884381196309128	0.0510291080088667	0.0830793850122023	0.0256901486892034	0.409918720330793	0.838787592030282
EPB41L2	-0.00728406258830118	0.0499354246891441	0.884024296343059	0	0.562707615429928	0.994351278338138
EPB41L3	-0.144545018316705	0.0784044772660575	0.0652442015953784	0.391547398618847	0.118073228937439	0.810359249903875
EPB41L4A	-0.00817520365402654	0.0515252607867049	0.873933607602231	0	0.838079307086812	0.994011515215957
EPB41L4B	-0.0106328232479768	0.0534132624643798	0.842210256724489	0.0166475900704281	0.416646342893583	0.994011515215957
EPB41L5	-0.0324843822671345	0.0507379297184489	0.522017476435026	0	0.990634674848461	0.973925875652143
EPC1	-0.0603770745706242	0.051372604082103	0.239883644046611	0	0.998361147826367	0.926872370381801
EPC2	0.0110576147594375	0.0505377786795648	0.826806636336115	0	0.912412863940146	0.994011515215957
EPCAM	0.0430776454881458	0.0630605706812215	0.4945339398054	0.0187942702982248	0.415054430541919	0.966401261834112
EPDR1	0.0481784072829739	0.0529685545262229	0.363051326469364	0	0.465309227188157	0.949184791720116
EPG5	-0.0521692651157212	0.053567536686596	0.330107666409949	0	0.812160732721469	0.9454733684563
EPHA1	-0.054228113580408	0.052057416238355	0.297551652410921	0	0.554605228223372	0.9454733684563
EPHA2	0.0846445100390914	0.0530056325360011	0.110288776069096	0.0400846191659895	0.399092357097204	0.859368546862738
EPHA3	0.131855112342984	0.0716033993909711	0.0655535299565176	0.130894364386104	0.327833926481674	0.810359249903875
EPHA4	0.0407743238067099	0.0527780019696973	0.439781135551911	0	0.533194459771261	0.964321747387829
EPHB1	0.0472833371590243	0.0529584033449504	0.371943303884327	0	0.7252058151717	0.949184791720116
EPHB2	0.00493299126709299	0.0543306115512845	0.927654848452945	0	0.749783855692891	0.997876342250177
EPHB3	0.108770775975351	0.052332054993145	0.0376657929837043	0	0.730188538419314	0.786474893810367
EPHB4	0.109696509450073	0.0528516947553964	0.0379352844388726	0.0702980455246641	0.375921155307332	0.786474893810367
EPHX1	-0.0899678372901207	0.0502097793129929	0.0731587706366203	0	0.662149619560966	0.82235100196027
EPHX2	0.10435615976325	0.0477906541515654	0.0289909035729644	0	0.776573674995748	0.768137991274393
EPHX3	0.0417804339984613	0.0501191322884742	0.404493769054122	0	0.612852990275234	0.95285217764704
EPHX4	0.147501051644302	0.0526528802776809	0.00508835856915522	0	0.639263161794149	0.602718230195228
EPM2A	0.0456720867467619	0.0514760407070051	0.374944635990522	0	0.671449883501284	0.949184791720116
EPM2AIP1	-0.0899590095231236	0.0511427996379607	0.0785814110897078	0	0.810539060320656	0.833625692343225
EPN1	0.05604555970184	0.0571708999240053	0.326930057601397	0.459259968075453	0.0734543366618604	0.9454733684563
EPN2	0.0545662684760944	0.0850441608208154	0.521118156855716	0.559934631050092	0.0259823054645501	0.973159145517408
EPN3	0.00296352305016128	0.0501578930421318	0.952885296254506	0	0.962585970906399	0.997876342250177
EPOR	-0.0694933020642406	0.0521182711304924	0.182408128537181	0	0.447010458266575	0.911070394849521
EPS15	-0.0788485761858715	0.0521242862281539	0.130355058535836	0	0.976400775031606	0.878238067841446
EPS15L1	0.0496632222032574	0.0556249180204	0.371951813040747	0	0.865654812331888	0.949184791720116
EPS8	0.0490971805413576	0.0513900300611167	0.339383856425949	0	0.948467159507706	0.946891862523283
EPS8L2	0.0508044782370998	0.0504445453455581	0.313869798467543	0	0.568785508204146	0.9454733684563
EPSTI1	-0.0831354898336224	0.0578315416785895	0.150562968897381	0	0.722772871730465	0.89156388432037
ERAL1	0.119068031239506	0.0631462271461554	0.0593499338443688	0.328247051260922	0.165969884953872	0.806203427710464
ERAP1	-0.0861018564790688	0.0507711227619707	0.0899081423407447	0.0648687816939863	0.380127945868686	0.844739078227409
ERAP2	-0.0527750867899318	0.0512785434202547	0.303392941266803	0	0.997030414240631	0.9454733684563
ERBB2	0.0531539874434272	0.0539860709258971	0.324826942986794	0	0.560118161530169	0.9454733684563
ERBB3	0.075261484883575	0.0506355162473129	0.137189777126768	0	0.790884340786764	0.885255134855812
ERBB4	0.00285991088715037	0.0493333978874256	0.953771656007474	0	0.749166468774128	0.997876342250177
ERC1	-0.0796309765455574	0.0539513192859374	0.139949717640131	0	0.71958635867303	0.887212506766398
ERC2	0.0483608270597852	0.0504914669533887	0.338162620201868	0	0.715453097392328	0.946891862523283
ERCC1	0.0777133193339282	0.0541278088071043	0.151077079493753	0	0.689181536070333	0.89156388432037
ERCC2	0.120906428523707	0.0520746912025097	0.020244317113633	0	0.759408930082438	0.723338252347113
ERCC3	0.01665959776295	0.0589517591188174	0.777485682863442	0.0740487752576493	0.373004359191451	0.99386017241081
ERCC4	-0.0142767943122629	0.0507696240751357	0.778551324263423	0	0.995073566845958	0.99386017241081
ERCC5	-0.121343770461093	0.108906719550479	0.265193775335196	0.612992723224125	0.0115813291464624	0.93401247673056
ERCC6	-0.0862973638397436	0.0533090749145165	0.105487745011024	0	0.949546052129453	0.853616153497605
ERCC6L	0.0155670299221817	0.0522500967978274	0.765754273897177	0.111271646448809	0.343616975329614	0.99386017241081
ERCC6L2	-0.0191905596456307	0.0525102530703025	0.714765749772244	0	0.813932212374764	0.99386017241081
ERCC8	0.10160550785495	0.0551430834636888	0.0653904486411813	0	0.810850310650654	0.810359249903875
ERF	0.0508509315860328	0.0565124504126113	0.368217005527228	0.10812673105966	0.346129047866319	0.949184791720116
ERG	0.0490677228958512	0.0517209329229034	0.342772487800924	0	0.818257974004257	0.946891862523283
ERGIC1	0.0812972720882059	0.0581694373579348	0.162234941323916	0.0831723969691186	0.365873952541894	0.901654698692476
