gene;coef
AKR1C3;1
BMP1;1
CRTAC1;1
ECEL1;1
ERC2;1
FAM110C;1
FUT9;1
GABRA2;1
GAP43;1
GREM1;1
HECW1;1
KLHL1;1
KRT12;1
LHFPL4;1
NEFL;1
NEFM;1
NETO1;1
NKX2-2;1
NSG2;1
OCIAD2;1
OTOP1;1
PDE3B;1
PTPRN2;1
PTPRT;1
SIGLEC15;1
SLC13A5;1
SLC9A2;1
SLITRK6;1
SNAP91;1
STON2;1
TAC1;1
VAT1L;1
WNT5A;1
ALX1;-1
BRD7;-1
DTD1;-1
GRSF1;-1
HCN1;-1
LTA4H;-1
OXCT1;-1
PATJ;-1
PLXNC1;-1
SSBP4;-1
TELO2;-1
TMEM177;-1
